AC	55719288.00
AL	219027202.00
AM	217300314.00
AP	33298309.00
BA	900997710.00
CE	530158215.00
DF	35460368.00
ES	82161589.00
GO	146639452.00
MA	563157886.00
MG	519791836.00
MS	66872409.00
MT	83768707.00
PA	489559139.00
PB	276941490.00
PE	550489543.00
PI	254459462.00
PR	169808141.00
RJ	394392995.00
RN	174922405.00
RO	50211069.00
RR	26867300.00
RS	192497318.00
SC	61338631.00
SE	129755111.00
SP	623980172.00
TO	69581869.00
